Country,Party,Dimension,Mean
MD,PDM,Foreign Land Ownership,8.888889313
MD,PDM,Media Freedom,7.090909004
MD,PDM,Nationalism,12.10000038
MD,PDM,Religion,11.090909
MD,PDM,Urban-Rural,11.33333302
MD,PDM,Decentralization,7.272727489
MD,PDM,Left-Right,11.27272701
MD,PDM,Sympathy,11.60000038
MD,PPCD,Taxes v. Spending,8.5
MD,PPCD,Social,10.39999962
MD,PPCD,Privatization,11.72727299
MD,PPCD,EU joining,16.08333397
MD,PPCD,Environment,12.33333302
MD,PPCD,Former Communists,14.45454502
MD,PPCD,Foreign Land Ownership,10.18181801
MD,PPCD,Media Freedom,6.5
MD,PPCD,Nationalism,13.36363602
MD,PPCD,Religion,6.090909004
MD,PPCD,Urban-Rural,9.333333015
MD,PPCD,Decentralization,6.583333492
MD,PPCD,Left-Right,14.36363602
MD,PPCD,Sympathy,12.60000038
MD,PSD-P,Taxes v. Spending,14.27272701
MD,PSD-P,Social,6.900000095
MD,PSD-P,Privatization,16.60000038
MD,PSD-P,EU joining,17.33333397
MD,PSD-P,Environment,9.888889313
MD,PSD-P,Former Communists,13.39999962
MD,PSD-P,Foreign Land Ownership,8.699999809
MD,PSD-P,Media Freedom,5.909090996
MD,PSD-P,Nationalism,11.5
MD,PSD-P,Religion,8.636363983
MD,PSD-P,Urban-Rural,9.800000191
MD,PSD-P,Decentralization,6.099999905
MD,PSD-P,Left-Right,15.5
MD,PSD-P,Sympathy,8.600000381
MD,PSDM,Taxes v. Spending,12.69999981
MD,PSDM,Social,10
MD,PSDM,Privatization,11.63636398
MD,PSDM,EU joining,15.18181801
MD,PSDM,Environment,11.5
MD,PSDM,Former Communists,10.11111069
MD,PSDM,Foreign Land Ownership,7.888888836
MD,PSDM,Media Freedom,8.363636017
MD,PSDM,Nationalism,9.300000191
MD,PSDM,Religion,10.89999962
MD,PSDM,Urban-Rural,8.272727013
MD,PSDM,Decentralization,8.100000381
MD,PSDM,Left-Right,9.399999619
MD,PSDM,Sympathy,9.800000191
MD,UCM,Taxes v. Spending,9.899999619
MD,UCM,Social,11.10000038
MD,UCM,Privatization,12.090909
MD,UCM,EU joining,12.63636398
MD,UCM,Environment,9.800000191
MD,UCM,Former Communists,8.5
MD,UCM,Foreign Land Ownership,7.444444656
MD,UCM,Media Freedom,6.909090996
MD,UCM,Nationalism,11.30000019
MD,UCM,Religion,11.44444466
MD,UCM,Urban-Rural,7.181818008
MD,UCM,Decentralization,6.636363506
MD,UCM,Left-Right,10.69999981
MD,UCM,Sympathy,12.5
PL,AWS,Taxes v. Spending,10.21428585
PL,AWS,Social,17.69230843
PL,AWS,Privatization,11.76923084
PL,AWS,EU joining,13.91666698
PL,AWS,Environment,11.81818199
PL,AWS,Former Communists,17.15384674
PL,AWS,Foreign Land Ownership,12.75
PL,AWS,Media Freedom,12.41666698
PL,AWS,Nationalism,15.66666698
PL,AWS,Religion,4.166666508
PL,AWS,Urban-Rural,8.666666985
PL,AWS,Decentralization,7.75
PL,AWS,Left-Right,13.36363602
PL,AWS,Sympathy,11.83333302
PL,LPR,Taxes v. Spending,8.233333588
PL,LPR,Social,19.0625
PL,LPR,Privatization,8.451612473
PL,LPR,EU joining,1.46875
PL,LPR,Environment,11.86206913
PL,LPR,Former Communists,17.5625
PL,LPR,Foreign Land Ownership,19.25
PL,LPR,Media Freedom,15.63333321
PL,LPR,Nationalism,19
PL,LPR,Religion,1.65625
PL,LPR,Urban-Rural,12.20689678
PL,LPR,Decentralization,12.93548393
PL,LPR,Left-Right,16.41935539
PL,LPR,Sympathy,17.03448296
PL,PO,Taxes v. Spending,16.5
PL,PO,Social,8.677419662
PL,PO,Privatization,17.54838753
PL,PO,EU joining,18.375
PL,PO,Environment,11.80000019
PL,PO,Former Communists,9.90625
PL,PO,Foreign Land Ownership,5.566666603
PL,PO,Media Freedom,4.838709831
PL,PO,Nationalism,6.935483932
PL,PO,Religion,13.51612949
PL,PO,Urban-Rural,3.709677458
PL,PO,Decentralization,4.15625
PL,PO,Left-Right,13.41935444
PL,PO,Sympathy,9.206896782
PL,PSL,Taxes v. Spending,6.096774101
PL,PSL,Social,14.0666666
PL,PSL,Privatization,7.419354916
PL,PSL,EU joining,9.75
PL,PSL,Environment,11.66666698
PL,PSL,Former Communists,5.625
PL,PSL,Foreign Land Ownership,17.5
PL,PSL,Media Freedom,13.41379356
PL,PSL,Nationalism,16.0625
PL,PSL,Religion,7.03125
PL,PSL,Urban-Rural,18.87096786
PL,PSL,Decentralization,13.16129017
PL,PSL,Left-Right,8.655172348
PL,PSL,Sympathy,15.27586174
PL,PiS,Taxes v. Spending,11.46875
PL,PiS,Social,15.125
PL,PiS,Privatization,13.58064556
PL,PiS,EU joining,12.45161247
PL,PiS,Environment,10.89285755
PL,PiS,Former Communists,17.29032326
PL,PiS,Foreign Land Ownership,13.46875
PL,PiS,Media Freedom,11.0967741
PL,PiS,Nationalism,14.65625
PL,PiS,Religion,5.709677219
PL,PiS,Urban-Rural,7.400000095
PL,PiS,Decentralization,10.35483837
PL,PiS,Left-Right,15.41935444
PL,PiS,Sympathy,11.65517235
PL,S,Taxes v. Spending,5.225806236
PL,S,Social,13.13333321
PL,S,Privatization,4.400000095
PL,S,EU joining,3.612903118
PL,S,Environment,12.75
PL,S,Former Communists,6.59375
PL,S,Foreign Land Ownership,18.51612854
PL,S,Media Freedom,12.96551704
PL,S,Nationalism,16.125
PL,S,Religion,9.903225899
PL,S,Urban-Rural,17.12903214
PL,S,Decentralization,13.5666666
PL,S,Left-Right,5.466666698
PL,S,Sympathy,17.27586174
PL,SLD,Taxes v. Spending,6
PL,SLD,Social,5.161290169
PL,SLD,Privatization,8.266666412
PL,SLD,EU joining,18.34375
PL,SLD,Environment,12.62068939
PL,SLD,Former Communists,1.375
PL,SLD,Foreign Land Ownership,8.032258034
PL,SLD,Media Freedom,11.74193573
PL,SLD,Nationalism,7.03125
PL,SLD,Religion,17.06451607
PL,SLD,Urban-Rural,6.903225899
PL,SLD,Decentralization,11.9375
PL,SLD,Left-Right,6.032258034
PL,SLD,Sympathy,11.37931061
PL,UP,Taxes v. Spending,3.90625
PL,UP,Social,3.59375
PL,UP,Privatization,4.866666794
PL,UP,EU joining,17.33333397
PL,UP,Environment,11.20689678
PL,UP,Former Communists,2.65625
PL,UP,Foreign Land Ownership,8.25
PL,UP,Media Freedom,9.25806427
PL,UP,Nationalism,5.903225899
PL,UP,Religion,18.78125
PL,UP,Urban-Rural,5.800000191
PL,UP,Decentralization,11.16129017
PL,UP,Left-Right,3.032258034
PL,UP,Sympathy,11.86206913
PL,UPR,Taxes v. Spending,19
PL,UPR,Social,16.5
PL,UPR,Privatization,20
PL,UPR,EU joining,5.5
PL,UPR,Environment,15.5
PL,UPR,Former Communists,14.5
PL,UPR,Foreign Land Ownership,9
PL,UPR,Media Freedom,12
PL,UPR,Nationalism,11
PL,UPR,Religion,5.5
PL,UPR,Urban-Rural,7
PL,UPR,Decentralization,7
PL,UPR,Left-Right,19.5
PL,UPR,Sympathy,9.5
PL,UW,Taxes v. Spending,14.375
PL,UW,Social,6.34375
PL,UW,Privatization,16.8064518
PL,UW,EU joining,19.1935482
PL,UW,Environment,10.36666679
PL,UW,Former Communists,7.75
PL,UW,Foreign Land Ownership,5.806451797
PL,UW,Media Freedom,4.096774101
PL,UW,Nationalism,5.25
PL,UW,Religion,14.59375
PL,UW,Urban-Rural,3.733333349
PL,UW,Decentralization,4.25
PL,UW,Left-Right,11.33333302
PL,UW,Sympathy,8.214285851
RO,PD,Taxes v. Spending,9
RO,PD,Social,8
RO,PD,Privatization,12.47058868
RO,PD,EU joining,18.52941132
RO,PD,Environment,10.9375
RO,PD,Former Communists,10.8125
RO,PD,Foreign Land Ownership,6.823529243
RO,PD,Media Freedom,6.529411793
RO,PD,Nationalism,7.888888836
RO,PD,Religion,15.52941132
RO,PD,Urban-Rural,5.875
RO,PD,Decentralization,5.823529243
RO,PD,Left-Right,11.05555534
RO,PD,Sympathy,8.647058487
RO,PNL,Taxes v. Spending,14.0625
RO,PNL,Social,6.875
RO,PNL,Privatization,15.76470566
RO,PNL,EU joining,19
RO,PNL,Environment,13.25
RO,PNL,Former Communists,14.70588207
RO,PNL,Foreign Land Ownership,5.352941036
RO,PNL,Media Freedom,4.529411793
RO,PNL,Nationalism,7.277777672
RO,PNL,Religion,15.52941132
RO,PNL,Urban-Rural,5.4375
RO,PNL,Decentralization,4.941176414
RO,PNL,Left-Right,14.27777767
RO,PNL,Sympathy,6.764705658
RO,PNTCD,Taxes v. Spending,10.38461494
RO,PNTCD,Social,14
RO,PNTCD,Privatization,14.5625
RO,PNTCD,EU joining,17.75
RO,PNTCD,Environment,11.80000019
RO,PNTCD,Former Communists,17.1764698
RO,PNTCD,Foreign Land Ownership,8.8125
RO,PNTCD,Media Freedom,7.411764622
RO,PNTCD,Nationalism,11.33333302
RO,PNTCD,Religion,5.705882549
RO,PNTCD,Urban-Rural,11.5882349
RO,PNTCD,Decentralization,7.705882549
RO,PNTCD,Left-Right,12.52941132
RO,PNTCD,Sympathy,11.76470566
RO,PRM,Taxes v. Spending,5.615384579
RO,PRM,Social,18.6875
RO,PRM,Privatization,4.733333111
RO,PRM,EU joining,11
RO,PRM,Environment,10.27272701
RO,PRM,Former Communists,2.75
RO,PRM,Foreign Land Ownership,18.1764698
RO,PRM,Media Freedom,13.1875
RO,PRM,Nationalism,19.61111069
RO,PRM,Religion,8.133333206
RO,PRM,Urban-Rural,10.0714283
RO,PRM,Decentralization,16.94117737
RO,PRM,Left-Right,11.52941132
RO,PRM,Sympathy,19.35294151
RO,PSD,Taxes v. Spending,5
RO,PSD,Social,12.52941132
RO,PSD,Privatization,7.470588207
RO,PSD,EU joining,17.41176414
RO,PSD,Environment,12.4117651
RO,PSD,Former Communists,3.705882311
RO,PSD,Foreign Land Ownership,11.88235283
RO,PSD,Media Freedom,14.05882359
RO,PSD,Nationalism,12.88888931
RO,PSD,Religion,14.11764717
RO,PSD,Urban-Rural,11.52941132
RO,PSD,Decentralization,13.5
RO,PSD,Left-Right,6.777777672
RO,PSD,Sympathy,13.47058868
RO,PUR,Taxes v. Spending,9.666666985
RO,PUR,Social,13.090909
RO,PUR,Privatization,12.125
RO,PUR,EU joining,16.4375
RO,PUR,Environment,11.26666641
RO,PUR,Former Communists,6.142857075
RO,PUR,Foreign Land Ownership,11.53333378
RO,PUR,Media Freedom,9.625
RO,PUR,Nationalism,12.94117641
RO,PUR,Religion,12.33333302
RO,PUR,Urban-Rural,6.230769157
RO,PUR,Decentralization,11.28571415
RO,PUR,Left-Right,9.5625
RO,PUR,Sympathy,12.86666679
RO,UDMR,Taxes v. Spending,11.3125
RO,UDMR,Social,7.733333111
RO,UDMR,Privatization,14.625
RO,UDMR,EU joining,18.58823586
RO,UDMR,Environment,9.600000381
RO,UDMR,Former Communists,13.52941132
RO,UDMR,Foreign Land Ownership,4.352941036
RO,UDMR,Media Freedom,5.8125
RO,UDMR,Nationalism,2.5
RO,UDMR,Religion,12.125
RO,UDMR,Urban-Rural,10
RO,UDMR,Decentralization,1.647058845
RO,UDMR,Left-Right,12.83333302
RO,UDMR,Sympathy,10.94117641
RU,ER,Taxes v. Spending,11.14999962
RU,ER,Social,10.94999981
RU,ER,Privatization,10.19999981
RU,ER,Environment,13.47368431
RU,ER,Former Communists,4.449999809
RU,ER,Foreign Land Ownership,10.85000038
RU,ER,Media Freedom,13.10000038
RU,ER,Nationalism,11.68421078
RU,ER,Religion,9.736842155
RU,ER,Urban-Rural,9.888889313
RU,ER,Decentralization,13.05263138
RU,ER,Left-Right,12.42105293
RU,ER,Relations with West,9.631579399
RU,ER,Sympathy,11.68421078
RU,KPRF,Taxes v. Spending,3.5
RU,KPRF,Social,14.30000019
RU,KPRF,Privatization,3.650000095
RU,KPRF,Environment,13.05263138
RU,KPRF,Former Communists,1.950000048
RU,KPRF,Foreign Land Ownership,18.04999924
RU,KPRF,Media Freedom,14.80000019
RU,KPRF,Nationalism,16.2631588
RU,KPRF,Religion,8.350000381
RU,KPRF,Urban-Rural,14.83333302
RU,KPRF,Decentralization,13.6315794
RU,KPRF,Left-Right,4.842105389
RU,KPRF,Relations with West,17.20000076
RU,KPRF,Sympathy,14.94736862
RU,LDPR,Taxes v. Spending,9.449999809
RU,LDPR,Social,14.10000038
RU,LDPR,Privatization,7.800000191
RU,LDPR,Environment,13.94117641
RU,LDPR,Former Communists,12.39999962
RU,LDPR,Foreign Land Ownership,15.68421078
RU,LDPR,Media Freedom,14.39999962
RU,LDPR,Nationalism,17.5
RU,LDPR,Religion,10.33333302
RU,LDPR,Urban-Rural,11
RU,LDPR,Decentralization,17.36842155
RU,LDPR,Left-Right,13.89473724
RU,LDPR,Relations with West,15.89999962
RU,LDPR,Sympathy,17.2631588
RU,RODINA,Taxes v. Spending,5.050000191
RU,RODINA,Social,12.39999962
RU,RODINA,Privatization,5.449999809
RU,RODINA,Environment,13
RU,RODINA,Former Communists,3.150000095
RU,RODINA,Foreign Land Ownership,15.68421078
RU,RODINA,Media Freedom,13.05263138
RU,RODINA,Nationalism,16.15789413
RU,RODINA,Religion,7.157894611
RU,RODINA,Urban-Rural,12.94444466
RU,RODINA,Decentralization,14
RU,RODINA,Left-Right,5.947368622
RU,RODINA,Relations with West,15.25
RU,RODINA,Sympathy,13.94736862
RU,SPS,Taxes v. Spending,17.04999924
RU,SPS,Social,5.650000095
RU,SPS,Privatization,17.25
RU,SPS,Environment,12.42105293
RU,SPS,Former Communists,11.64999962
RU,SPS,Foreign Land Ownership,3.299999952
RU,SPS,Media Freedom,3.049999952
RU,SPS,Nationalism,3.473684311
RU,SPS,Religion,17
RU,SPS,Urban-Rural,3.166666746
RU,SPS,Decentralization,5.6842103
RU,SPS,Left-Right,16.2631588
RU,SPS,Relations with West,3.200000048
RU,SPS,Sympathy,10.42105293
RU,YABLOKO,Taxes v. Spending,13.30000019
RU,YABLOKO,Social,5.349999905
RU,YABLOKO,Privatization,12.75
RU,YABLOKO,Environment,5.473684311
RU,YABLOKO,Former Communists,9.5
RU,YABLOKO,Foreign Land Ownership,5.949999809
RU,YABLOKO,Media Freedom,3.400000095
RU,YABLOKO,Nationalism,4.736842155
RU,YABLOKO,Religion,16.47368431
RU,YABLOKO,Urban-Rural,3.833333254
RU,YABLOKO,Decentralization,5.789473534
RU,YABLOKO,Left-Right,12
RU,YABLOKO,Relations with West,3.578947306
RU,YABLOKO,Sympathy,8.052631378
SR,DS,Taxes v. Spending,12
SR,DS,Social,5
SR,DS,Privatization,18.75
SR,DS,EU joining,18.5
SR,DS,Environment,14.75
SR,DS,Former Communists,14.25
SR,DS,Foreign Land Ownership,8.333333015
SR,DS,Media Freedom,8.5
SR,DS,Nationalism,13.5
SR,DS,Religion,15
SR,DS,Urban-Rural,5.5
SR,DS,Decentralization,13
SR,DS,Left-Right,11.5
SR,DS,Sympathy,9.75
SR,DSS,Taxes v. Spending,12.75
SR,DSS,Social,12.25
SR,DSS,Privatization,17
SR,DSS,EU joining,12.75
SR,DSS,Environment,14.25
SR,DSS,Former Communists,15.5
SR,DSS,Foreign Land Ownership,11
SR,DSS,Media Freedom,9.25
SR,DSS,Nationalism,7
SR,DSS,Religion,4.75
SR,DSS,Urban-Rural,11
SR,DSS,Decentralization,7.666666508
SR,DSS,Left-Right,14.25
SR,DSS,Sympathy,15
SR,SPO,Taxes v. Spending,11.25
SR,SPO,Social,13.75
SR,SPO,Privatization,14.75
SR,SPO,EU joining,15.25
SR,SPO,Environment,12.25
SR,SPO,Former Communists,15
SR,SPO,Foreign Land Ownership,11
SR,SPO,Media Freedom,8.25
SR,SPO,Nationalism,6.5
SR,SPO,Religion,4.25
SR,SPO,Urban-Rural,12
SR,SPO,Decentralization,11.33333302
SR,SPO,Left-Right,15.25
SR,SPO,Sympathy,15.5
SR,SPS,Taxes v. Spending,4
SR,SPS,Social,10.5
SR,SPS,Privatization,5.5
SR,SPS,EU joining,8.25
SR,SPS,Environment,12.75
SR,SPS,Former Communists,1
SR,SPS,Foreign Land Ownership,19
SR,SPS,Media Freedom,13.75
SR,SPS,Nationalism,6.75
SR,SPS,Religion,18.75
SR,SPS,Urban-Rural,11.5
SR,SPS,Decentralization,15.33333302
SR,SPS,Left-Right,9
SR,SPS,Sympathy,16
SR,SRS,Taxes v. Spending,6.5
SR,SRS,Social,16.75
SR,SRS,Privatization,11
SR,SRS,EU joining,4.5
SR,SRS,Environment,12.5
SR,SRS,Former Communists,11
SR,SRS,Foreign Land Ownership,19.33333397
SR,SRS,Media Freedom,14
SR,SRS,Nationalism,1.25
SR,SRS,Religion,11.5
SR,SRS,Urban-Rural,14.25
SR,SRS,Decentralization,19.33333397
SR,SRS,Left-Right,19
SR,SRS,Sympathy,19.5
SK,ANO,Taxes v. Spending,16.94117737
SK,ANO,Social,1.764705896
SK,ANO,Privatization,18.76470566
SK,ANO,EU joining,19.35294151
SK,ANO,Environment,15.0666666
SK,ANO,Former Communists,13.23529434
SK,ANO,Foreign Land Ownership,5.3125
SK,ANO,Media Freedom,6.705882549
SK,ANO,Nationalism,6.4375
SK,ANO,Religion,17.8235302
SK,ANO,Urban-Rural,3.066666603
SK,ANO,Decentralization,4.882352829
SK,ANO,Left-Right,15.76470566
SK,ANO,Sympathy,10.23076916
SK,HZDS,Taxes v. Spending,10.17647076
SK,HZDS,Social,9.470588684
SK,HZDS,Privatization,12.17647076
SK,HZDS,EU joining,14.88235283
SK,HZDS,Environment,13.60000038
SK,HZDS,Former Communists,7.117647171
SK,HZDS,Foreign Land Ownership,13.86666679
SK,HZDS,Media Freedom,12.11764717
SK,HZDS,Nationalism,13.82352924
SK,HZDS,Religion,8.294117928
SK,HZDS,Urban-Rural,14.14285755
SK,HZDS,Decentralization,10.35294151
SK,HZDS,Left-Right,10.88235283
SK,HZDS,Sympathy,15.4285717
SK,KDH,Taxes v. Spending,14.375
SK,KDH,Social,19.70588303
SK,KDH,Privatization,15.375
SK,KDH,EU joining,15.88235283
SK,KDH,Environment,12
SK,KDH,Former Communists,17.35294151
SK,KDH,Foreign Land Ownership,9.733333588
SK,KDH,Media Freedom,13.4375
SK,KDH,Nationalism,15.70588207
SK,KDH,Religion,1.294117689
SK,KDH,Urban-Rural,13.33333302
SK,KDH,Decentralization,9.9375
SK,KDH,Left-Right,17.0625
SK,KDH,Sympathy,15.5714283
SK,KSS,Taxes v. Spending,4.117647171
SK,KSS,Social,5.199999809
SK,KSS,Privatization,1.882352948
SK,KSS,EU joining,9.529411316
SK,KSS,Environment,11
SK,KSS,Former Communists,1.294117689
SK,KSS,Foreign Land Ownership,17.13333321
SK,KSS,Media Freedom,14.11764717
SK,KSS,Nationalism,11.29411793
SK,KSS,Religion,19.23529434
SK,KSS,Urban-Rural,12.39999962
SK,KSS,Decentralization,12.3125
SK,KSS,Left-Right,1.764705896
SK,KSS,Sympathy,16.2857151
SK,LU,Taxes v. Spending,11
SK,LU,Social,13
SK,LU,Privatization,7
SK,LU,EU joining,19
SK,LU,Former Communists,6
SK,LU,Media Freedom,12
SK,LU,Nationalism,12
SK,LU,Religion,10
SK,LU,Urban-Rural,7
SK,LU,Decentralization,11
SK,LU,Left-Right,15
SK,LU,Sympathy,14
SK,OKS,Taxes v. Spending,17
SK,OKS,Social,17
SK,OKS,Privatization,19
SK,OKS,EU joining,6
SK,OKS,Environment,17
SK,OKS,Former Communists,18
SK,OKS,Media Freedom,4
SK,OKS,Nationalism,7
SK,OKS,Religion,7
SK,OKS,Urban-Rural,6
SK,OKS,Decentralization,6
SK,OKS,Left-Right,17
SK,OKS,Sympathy,6
SK,RPS,Taxes v. Spending,5
SK,RPS,Social,20
SK,RPS,Privatization,7
SK,RPS,EU joining,12
SK,RPS,Environment,17
SK,RPS,Former Communists,2
SK,RPS,Foreign Land Ownership,12
SK,RPS,Media Freedom,20
SK,RPS,Nationalism,1
SK,RPS,Religion,8
SK,RPS,Urban-Rural,18
SK,RPS,Decentralization,15
SK,RPS,Left-Right,7
SK,RPS,Sympathy,20
SK,SDA,Taxes v. Spending,5.933333397
SK,SDA,Social,4.333333492
SK,SDA,Privatization,6.866666794
SK,SDA,EU joining,16.53333282
SK,SDA,Environment,8.642857552
SK,SDA,Former Communists,4.866666794
SK,SDA,Foreign Land Ownership,15.0714283
SK,SDA,Media Freedom,9.5
SK,SDA,Nationalism,9.3125
SK,SDA,Religion,17.93333244
SK,SDA,Urban-Rural,8.199999809
SK,SDA,Decentralization,9.625
SK,SDA,Left-Right,6.800000191
SK,SDA,Sympathy,10.38461494
SK,SDL',Taxes v. Spending,5.875
SK,SDL',Social,4.625
SK,SDL',Privatization,5.75
SK,SDL',EU joining,15.8125
SK,SDL',Environment,9.333333015
SK,SDL',Former Communists,3.5625
SK,SDL',Foreign Land Ownership,16.23077011
SK,SDL',Media Freedom,10.5
SK,SDL',Nationalism,10.0625
SK,SDL',Religion,17.875
SK,SDL',Urban-Rural,11.19999981
SK,SDL',Decentralization,10.9375
SK,SDL',Left-Right,4.866666794
SK,SDL',Sympathy,13.38461494
SK,SKDU,Taxes v. Spending,13.88235283
SK,SKDU,Social,14.47058868
SK,SKDU,Privatization,16.64705849
SK,SKDU,EU joining,19.47058868
SK,SKDU,Environment,15
SK,SKDU,Former Communists,14
SK,SKDU,Foreign Land Ownership,8.125
SK,SKDU,Media Freedom,10.82352924
SK,SKDU,Nationalism,8.941176414
SK,SKDU,Religion,5.294117451
SK,SKDU,Urban-Rural,4.599999905
SK,SKDU,Decentralization,7.411764622
SK,SKDU,Left-Right,15.625
SK,SKDU,Sympathy,12.5
SK,SMK,Taxes v. Spending,13.125
SK,SMK,Social,15
SK,SMK,Privatization,14.47058868
SK,SMK,EU joining,18.9375
SK,SMK,Environment,13.13333321
SK,SMK,Former Communists,13.125
SK,SMK,Foreign Land Ownership,5.625
SK,SMK,Media Freedom,11.29411793
SK,SMK,Nationalism,6.4375
SK,SMK,Religion,5.625
SK,SMK,Urban-Rural,13.60000038
SK,SMK,Decentralization,7
SK,SMK,Left-Right,13.60000038
SK,SMK,Sympathy,15.64285755
SK,SNS,Taxes v. Spending,10.28571415
SK,SNS,Social,16.1428566
SK,SNS,Privatization,10.39999962
SK,SNS,EU joining,8.5
SK,SNS,Environment,12.28571415
SK,SNS,Former Communists,11.4285717
SK,SNS,Foreign Land Ownership,19.5
SK,SNS,Media Freedom,12.625
SK,SNS,Nationalism,19.375
SK,SNS,Religion,4
SK,SNS,Urban-Rural,13.39999962
SK,SNS,Decentralization,12.5
SK,SNS,Left-Right,15.0625
SK,SNS,Sympathy,17.16666603
SK,Smer,Taxes v. Spending,9.411765099
SK,Smer,Social,4.941176414
SK,Smer,Privatization,7.823529243
SK,Smer,EU joining,16.05882263
SK,Smer,Environment,10.46666622
SK,Smer,Former Communists,7.875
SK,Smer,Foreign Land Ownership,13.8125
SK,Smer,Media Freedom,9.294117928
SK,Smer,Nationalism,13.0625
SK,Smer,Religion,16.47058868
SK,Smer,Urban-Rural,8.857142448
SK,Smer,Decentralization,9.352941513
SK,Smer,Left-Right,7.6875
SK,Smer,Sympathy,9.785714149
SI,DeSUS,Taxes v. Spending,7.982758522
SI,DeSUS,Social,10.33333302
SI,DeSUS,Privatization,7.661016941
SI,DeSUS,EU joining,14.83333302
SI,DeSUS,Environment,10.77966118
SI,DeSUS,Former Communists,5.116666794
SI,DeSUS,Foreign Land Ownership,11.9830513
SI,DeSUS,Media Freedom,10.73333359
SI,DeSUS,Nationalism,11.06779671
SI,DeSUS,Religion,15.71666622
SI,DeSUS,Urban-Rural,8.118643761
SI,DeSUS,Decentralization,10.25
SI,DeSUS,Left-Right,6.866666794
SI,DeSUS,Sympathy,13.25862026
SI,LDS,Taxes v. Spending,8.399999619
SI,LDS,Social,4.661016941
SI,LDS,Privatization,11.37288094
SI,LDS,EU joining,18.54999924
SI,LDS,Environment,14.16949177
SI,LDS,Former Communists,5.183333397
SI,LDS,Foreign Land Ownership,7.150000095
SI,LDS,Media Freedom,8.333333015
SI,LDS,Nationalism,6.189655304
SI,LDS,Religion,16.81666756
SI,LDS,Urban-Rural,4.288135529
SI,LDS,Decentralization,10.41666698
SI,LDS,Left-Right,7.849999905
SI,LDS,Sympathy,8.327586174
SI,NSi,Taxes v. Spending,13
SI,NSi,Social,17.33898354
SI,NSi,Privatization,14.69999981
SI,NSi,EU joining,16.91525459
SI,NSi,Environment,11.5
SI,NSi,Former Communists,18.06666756
SI,NSi,Foreign Land Ownership,10.36206913
SI,NSi,Media Freedom,10.16666698
SI,NSi,Nationalism,15.10169506
SI,NSi,Religion,3.551724195
SI,NSi,Urban-Rural,15.81355953
SI,NSi,Decentralization,9.100000381
SI,NSi,Left-Right,16.96666718
SI,NSi,Sympathy,16.03508759
SI,SDS,Taxes v. Spending,11.83333302
SI,SDS,Social,14.64999962
SI,SDS,Privatization,12.91666698
SI,SDS,EU joining,16.9830513
SI,SDS,Environment,11.63793087
SI,SDS,Former Communists,17.54999924
SI,SDS,Foreign Land Ownership,10.85000038
SI,SDS,Media Freedom,8.949999809
SI,SDS,Nationalism,13.44827557
SI,SDS,Religion,6.616666794
SI,SDS,Urban-Rural,12.79660988
SI,SDS,Decentralization,8.948275566
SI,SDS,Left-Right,14.67796612
SI,SDS,Sympathy,15.10344791
SI,SLS,Taxes v. Spending,10.66101742
SI,SLS,Social,15.61016941
SI,SLS,Privatization,11.78333378
SI,SLS,EU joining,15.37288094
SI,SLS,Environment,11.1833334
SI,SLS,Former Communists,13.91525459
SI,SLS,Foreign Land Ownership,13.55000019
SI,SLS,Media Freedom,10.36666679
SI,SLS,Nationalism,14.30508518
SI,SLS,Religion,5.372881413
SI,SLS,Urban-Rural,17.81355858
SI,SLS,Decentralization,8.810344696
SI,SLS,Left-Right,14.08333302
SI,SLS,Sympathy,13.96551704
SI,SMS,Taxes v. Spending,9.633333206
SI,SMS,Social,5.183333397
SI,SMS,Privatization,11.69999981
SI,SMS,EU joining,14.82758617
SI,SMS,Environment,8.796609879
SI,SMS,Former Communists,9.576271057
SI,SMS,Foreign Land Ownership,10.8103447
SI,SMS,Media Freedom,6.949999809
SI,SMS,Nationalism,6.898304939
SI,SMS,Religion,15.59322071
SI,SMS,Urban-Rural,6.241379261
SI,SMS,Decentralization,8.220338821
SI,SMS,Left-Right,8.699999809
SI,SMS,Sympathy,11.3684206
SI,SNS,Taxes v. Spending,10.08474541
SI,SNS,Social,11.72413826
SI,SNS,Privatization,9.338982582
SI,SNS,EU joining,6.75
SI,SNS,Environment,10.44827557
SI,SNS,Former Communists,9.288135529
SI,SNS,Foreign Land Ownership,17.38333321
SI,SNS,Media Freedom,9.568965912
SI,SNS,Nationalism,17.11864471
SI,SNS,Religion,17.72881317
SI,SNS,Urban-Rural,8.620689392
SI,SNS,Decentralization,10.41071415
SI,SNS,Left-Right,10.08620644
SI,SNS,Sympathy,14.91228104
SI,ZLSD,Taxes v. Spending,8.220338821
SI,ZLSD,Social,5.355932236
SI,ZLSD,Privatization,7.683333397
SI,ZLSD,EU joining,16.74576187
SI,ZLSD,Environment,10.96610165
SI,ZLSD,Former Communists,3.433333397
SI,ZLSD,Foreign Land Ownership,10.94999981
SI,ZLSD,Media Freedom,8.899999619
SI,ZLSD,Nationalism,7.666666508
SI,ZLSD,Religion,18.28813553
SI,ZLSD,Urban-Rural,6.327586174
SI,ZLSD,Decentralization,9.183333397
SI,ZLSD,Left-Right,4.783333302
SI,ZLSD,Sympathy,8.879310608
UA,JT,Taxes v. Spending,11
UA,JT,Social,12
UA,JT,Privatization,12.63636398
UA,JT,EU joining,15.63636398
UA,JT,Environment,10.72727299
UA,JT,Former Communists,14.10000038
UA,JT,Foreign Land Ownership,12.63636398
